name, department, school, tags, rating, take_again, difficulty
Kelsy Kretschmer,Social Science,UC Irvine,{},3.7,N/,3.7
Olivia Gunn,Writing,UC Irvine,{},3.8,N/,3.4
Cherlyn Converse,Mathematics,UC Irvine,{},4.6,N/,1.8
Joanne Christopherson,Social Science,UC Irvine,"{'Clear grading criteria': 5, 'Get ready to read': 3, 'Hilarious': 1, 'Inspirational': 3, 'LECTURE HEAVY': 2, 'Lecture heavy': 1, 'TEST HEAVY': 2, 'Test heavy': 1, 'Tough Grader': 1}",4.3,80,1.7
Robert Campbell,Mathematics,UC Irvine,{},3.9,N/,3.1
Clifford Chi,Social Science,UC Irvine,{},4.5,N/,3
Vasan Venugopalan,Chemical Engineering,UC Irvine,{},2.5,N/,4.3
Tau-Mu Yi,Biological Sciences,UC Irvine,{},3.6,N/,3.5
Allison Kroll,English,UC Irvine,{},4.3,N/,1.6
Andrew Borovik,Chemistry,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 2, 'Get ready to read': 1, 'Gives good feedback': 2, 'Hilarious': 8, 'Respected': 3, ""Skip class? You won't pass."": 3, 'TEST HEAVY': 1, 'Tests are tough': 2, 'Tough Grader': 1, 'Tough grader': 1, 'Would take again': 3}",4.3,75,3
Garnet Hertz,Informatics,UC Irvine,{},4.6,N/,2.3
Leila Mansouri,Writing,UC Irvine,{},1,0,3
Ban Al-Ani,Computer Science,UC Irvine,{},2.9,N/,3.3
Lindsay Holowach,History,UC Irvine,{},4.6,N/,1.8
Jeff Wilson,Writing,UC Irvine,{},4.7,N/,3
Silvius Klein,Mathematics,UC Irvine,{},3.9,N/,3.3
Doug Ryals,Humanities,UC Irvine,{},4.5,N/,2.4
Daniel Brunstetter,Political Science,UC Irvine,"{'Caring': 1, 'Get ready to read': 2, 'Graded by few things': 1, 'Hilarious': 1, 'Inspirational': 2, 'Participation matters': 1, ""Skip class? You won't pass."": 2, 'Tough Grader': 1, 'Tough grader': 2}",4.5,50,2.8
Laura Klein-Topan,French,UC Irvine,"{'Get ready to read': 2, 'Gives good feedback': 3, 'LOTS OF HOMEWORK': 2, 'Lots of homework': 1, 'Participation matters': 1, 'Respected': 3, 'Test heavy': 1, 'Tough Grader': 2, 'Tough grader': 1}",3.9,50,2.4
Joann Prause,Social Science,UC Irvine,"{'EXTRA CREDIT': 1, 'Lecture heavy': 1, ""Skip class? You won't pass."": 1, 'Tests are tough': 1, 'Tough grader': 1}",3.8,N/,2.5
Kathie Levin,English,UC Irvine,"{'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 1, 'Get ready to read': 3, 'Gives good feedback': 4, 'Hilarious': 1, 'Inspirational': 2, 'LOTS OF HOMEWORK': 3, 'Lots of homework': 4, 'Participation matters': 2, 'Respected': 1, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 6, 'So many papers': 2, 'Tough Grader': 4, 'Tough grader': 7}",3.4,40,4.1
Wendy Piquemal,Humanities,UC Irvine,{},3.6,N/,2.4
Rebecca Nykwest,Humanities,UC Irvine,{},4.3,N/,3.3
Zoran Nenadic,Engineering,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Get ready to read': 1, 'Hilarious': 3, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 2, 'Lots of homework': 2, 'Respected': 1, ""Skip class? You won't pass."": 4, 'Test heavy': 4, 'Tough Grader': 2, 'Tough grader': 1}",3.9,43,4
Randy Thais,English,UC Irvine,"{'Amazing lectures ': 1, 'Caring': 1, 'Gives good feedback': 2, 'Hilarious': 1, 'Participation matters': 1, 'Respected': 1, 'Tests? Not many': 1}",4.6,100,2.5
Ilya Krivorotov,Physics,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 2, 'Get ready to read': 2, 'Graded by few things': 1, 'Respected': 3, 'TEST HEAVY': 1, 'Test heavy': 4, 'Tough Grader': 1}",4,78,3.1
George E. Marcus,Anthropology,UC Irvine,{},3.2,N/,1.7
Adam Bryx,Dramatic Arts,UC Irvine,{},3.3,N/,2.3
Jared Hammad,English,UC Irvine,"{'Caring': 1, ""Skip class? You won't pass."": 1, 'Tough grader': 1}",4.2,N/,2.8
Eric Peterson,Writing,UC Irvine,{},3.4,N/,3.4
Jason Sellers,History,UC Irvine,{},4.6,N/,2.1
Stephanie Ahn,Writing,UC Irvine,"{'Get ready to read': 2, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 1, 'Tough Grader': 1, 'Tough grader': 1}",3.3,0,3
Matthew Schilleman,Writing,UC Irvine,{},1.9,N/,4.1
Mu-Chun Chen,Physics,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 2, 'Accessible outside class': 1, 'Amazing lectures': 2, 'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 3, 'Inspirational': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 4, 'Lots of homework': 1, 'Participation matters': 3, ""Skip class? You won't pass."": 1, 'Tough Grader': 1}",3.9,29,3.5
Zacchary Fisk,Physics,UC Irvine,{},1.3,N/,3.4
Zachary Woydziak,Chemistry,UC Irvine,"{'Gives good feedback': 1, 'Participation matters': 1}",4.5,N/,2.5
Shing Yu Leung,Mathematics,UC Irvine,{},4.7,N/,3.3
Douglas Gutknecht,Sociology,UC Irvine,"{'EXTRA CREDIT': 1, 'Gives good feedback': 1, 'Tough grader': 1}",3.6,N/,1.6
Bing Cheng,Mathematics,UC Irvine,{},3,N/,4.2
Nuan Gao,History,UC Irvine,{},3.3,N/,2.3
S Treasurywalami,Management,UC Irvine,"{'Amazing lectures ': 1, 'Respected': 1, ""Skip class? You won't pass."": 1, 'Would take again': 1}",5,N/,2.6
Sabina Perrino,Anthropology,UC Irvine,{},3,N/,2.6
Mary Frances Ypma-Wong,Biology,UC Irvine,{},5,N/,2.7
Amelia Regan,Civil Engineering,UC Irvine,"{'GRADED BY FEW THINGS': 1, 'Get ready to read': 6, 'Group projects': 1, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Lots of homework': 2, 'TEST HEAVY': 2, 'Test heavy': 1, 'Tough Grader': 1, 'Tough grader': 1}",2.9,25,2.8
Kristina Christofelli,French,UC Irvine,{},5,N/,3
Jeff Clapp,Writing,UC Irvine,{},3.6,N/,3.6
Vicki Ruiz,History,UC Irvine,"{'Get ready to read': 1, 'Gives good feedback': 1, 'Respected': 1}",3.3,N/,2.4
Ali Seyed Mirnajafi,Biomedical,UC Irvine,"{'Caring': 1, 'Inspirational': 1, 'Respected': 1}",4.5,N/,2.3
Cynthia Quintero,Spanish,UC Irvine,{},4.3,N/,2.9
Leticia Oseguera,Education,UC Irvine,{},4,N/,2.3
Jodie Gates,Dance,UC Irvine,{},4,N/,4
. Cooks Cumbo,Art History,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Get ready to read': 1, 'Participation matters': 2, ""Skip class? You won't pass."": 2, 'Tough grader': 1}",3.2,100,3.6
Anna Moncovich,English,UC Irvine,{},3.7,N/,2.7
Rossella Santagata,Education,UC Irvine,"{'EXTRA CREDIT': 2, 'Get ready to read': 2, 'Inspirational': 2}",3.8,100,1.8
Clinton J. Armstrong,Classics,UC Irvine,{},4.5,N/,3.5
Oscar Villareal,Mathematics,UC Irvine,"{'Get ready to read': 2, 'LECTURE HEAVY': 1, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 1, 'Lots of homework': 1, 'TEST HEAVY': 1, 'Tests? Not many': 1, 'Tough Grader': 1, 'Tough grader': 1}",2,0,4.1
Suzanne Blum,Chemistry,UC Irvine,"{'Amazing lectures': 8, 'Amazing lectures ': 1, 'Caring': 3, 'Clear grading criteria': 3, 'EXTRA CREDIT': 1, 'Get ready to read': 2, 'Gives good feedback': 1, 'Graded by few things': 1, 'Hilarious': 1, 'Inspirational': 1, 'LECTURE HEAVY': 3, 'Participation matters': 1, 'Respected': 2, ""Skip class? You won't pass."": 9, 'TEST HEAVY': 4, 'Test heavy': 3, 'Tough Grader': 4, 'Tough grader': 2}",4,82,3
Joseph Jenkins,English,UC Irvine,{},4.6,N/,2.9
Kieron Burke,Chemistry,UC Irvine,"{'Inspirational': 2, 'Lecture heavy': 2, 'Respected': 2}",2.6,100,3.4
Martin Valle,Spanish,UC Irvine,{},4.9,N/,2.2
Erin McNellis,Writing,UC Irvine,{},3.4,N/,3.8
Anthony Daly,Writing,UC Irvine,"{'Clear grading criteria': 1, 'Group projects': 1, 'Lots of homework': 1, 'Tests? Not many': 1, 'Tough grader': 1}",2.7,100,2.6
Eric Knowles,Psychology,UC Irvine,{},4.4,N/,2.1
Erica Vogel,Anthropology,UC Irvine,{},4.7,N/,1.7
K Sumikawa,Biology,UC Irvine,"{'Caring': 3, 'Clear grading criteria': 2, 'Graded by few things': 1, ""Skip class? You won't pass."": 1, 'Test heavy': 3, 'Tough grader': 1}",3.6,100,3.6
Todd Pezutti,Psychology,UC Irvine,{},3,N/,1
Dennis Lopez,Writing,UC Irvine,{},4.7,N/,2.8
Larisa Castillo,Humanities,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 3, 'Caring': 6, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'Gives good feedback': 5, 'Inspirational': 3, 'Participation matters': 3, 'Respected': 2}",5,100,2.9
Jung Hwa Lee,Korean,UC Irvine,"{'Amazing lectures ': 1, 'Caring': 1, 'Clear grading criteria': 2, 'Hilarious': 2, 'LOTS OF HOMEWORK': 1, 'Respected': 1, ""Skip class? You won't pass."": 3, 'Would take again': 1}",4.5,100,2.4
Christopher Stout,Political Science,UC Irvine,{},4.3,N/,3.7
Lauren Dees,Studio Art,UC Irvine,"{'Clear grading criteria': 1, 'Gives good feedback': 1, 'Lots of homework': 1}",5,N/,2.7
Catherine Loudon,Biology,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Amazing lectures': 6, 'Amazing lectures ': 2, 'Caring': 5, 'Clear grading criteria': 10, 'Get ready to read': 8, 'Hilarious': 4, 'Inspirational': 2, 'Lecture heavy': 1, 'Participation matters': 6, 'Respected': 7, 'TEST HEAVY': 1}",4.4,100,2.9
Dimitri Bogazianos,Criminal Justice,UC Irvine,{},5,N/,2
Elaina Taylor,Writing,UC Irvine,"{'Lots of homework': 1, 'So many papers': 1, 'Tough grader': 1}",3.4,N/,3.9
Jennifer Eno Louden,Psychology,UC Irvine,{},3.6,N/,2.8
Raquel Roman-Morfin,Spanish,UC Irvine,{},5,N/,3.3
John Hipp,Criminal Justice,UC Irvine,"{'Inspirational': 2, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 1, 'TEST HEAVY': 1, 'Test heavy': 1}",2.6,0,3.8
Catherine Bolzendahl,Sociology,UC Irvine,"{'Clear grading criteria': 4, 'Get ready to read': 4, 'Participation matters': 4, 'Respected': 1, ""Skip class? You won't pass."": 3, 'Test heavy': 3}",3.9,67,3.3
Kim O'Neil,Writing,UC Irvine,{},5,N/,2.1
Jeffrey Wasserstrom,History,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Get ready to read': 3, 'Graded by few things': 1, 'Group projects': 1, 'Inspirational': 1, 'Participation matters': 3, 'Respected': 1, ""Skip class? You won't pass."": 1}",4.1,67,2.5
Eakta Malik,International Studies,UC Irvine,{},2.2,N/,3.7
Krystal Reiko Hauseur,Art History,UC Irvine,{},4.3,N/,2.2
Selim Shahine,Anthropology,UC Irvine,{},4.3,N/,2.4
Keith Fowler,Dramatic Arts,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Inspirational': 2, 'Respected': 2}",4.8,100,4
Allison Shim,Psychology,UC Irvine,{},4.5,N/,1.8
Marianne Bitler,Economics,UC Irvine,{},2.1,N/,4.4
Justin E. Rigamonti,Writing,UC Irvine,{},4.4,N/,1.9
Paul Kasper,Spanish,UC Irvine,{},4.6,N/,2
Pathik Wadhwa,Psychology,UC Irvine,{},3.7,N/,2.7
Diane Hayashino,Psychology,UC Irvine,{},4.3,N/,3
Hera Arsen,Philosophy,UC Irvine,{},5,N/,2
Mariana Wardwell,Film,UC Irvine,{},4.8,N/,2.5
Melanie Mallers,Psychology,UC Irvine,{},3.8,N/,3
Melanie Horn-Mallers,Psychology,UC Irvine,{},3,N/,2.8
K Gibson,Humanities,UC Irvine,{},5,N/,2
Tim Wigal,Psychology,UC Irvine,{},2.1,N/,4
Rudi Berkelhamer,University Studies,UC Irvine,{},3.8,N/,1.3
Robert Mancuso,Management,UC Irvine,{},2.8,N/,3
C Hilderbrand,Humanities,UC Irvine,{},3.3,N/,2.5
Frances Young,Music,UC Irvine,{},5,N/,3.5
Harrel Caman,Political Science,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'Inspirational': 2, 'LECTURE HEAVY': 1, 'Lecture heavy': 1}",5,100,3
Carlo Chan,Mathematics,UC Irvine,{},4,N/,1
M. Pangilinan,Writing,UC Irvine,{},3.8,N/,3.4
R. Schoenbeck,Writing,UC Irvine,{},3.6,N/,3
Jennifer Fisher,Dance,UC Irvine,{},4.3,N/,1.8
Alka Patel,Art History,UC Irvine,"{'Caring': 1, 'Gives good feedback': 1, 'Graded by few things': 1, 'Lecture heavy': 1, 'Participation matters': 2, ""Skip class? You won't pass."": 3, 'Tough grader': 2}",3.3,0,3.7
Roger Von Dippe,Art History,UC Irvine,{},4.5,N/,2
Lawrence Marsh,Biological Sciences,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'EXTRA CREDIT': 1, 'Inspirational': 2, 'Lots of homework': 1, 'Respected': 1, ""Skip class? You won't pass."": 1}",3.8,100,3
Khinlay Maung,Materials Engineering,UC Irvine,"{'Hilarious': 2, 'Lots of homework': 2, ""Skip class? You won't pass."": 2}",4.3,100,2.8
Lee Swindlehurst,Electrical Engineering,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Amazing lectures': 1, 'Caring': 3, 'Graded by few things': 3, 'Hilarious': 1, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 2, 'Respected': 1, ""Skip class? You won't pass."": 2, 'Test heavy': 1, 'Tough grader': 2}",3.5,60,4
Zheng Sun,Business,UC Irvine,"{'Amazing lectures ': 1, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'Gives good feedback': 1, 'Would take again': 1}",4.4,N/,2.2
Barry Smith,Mathematics,UC Irvine,{},4.3,N/,3.9
Norman Rosenberg,History,UC Irvine,{},2.6,N/,2.9
Luke Reid,Writing,UC Irvine,{},3.9,N/,2.8
John Pipan,Mathematics,UC Irvine,{},1.1,N/,4.9
Victoria Hsieh,Writing,UC Irvine,{},4,N/,3
Belinda Campos,Psychology,UC Irvine,"{'Clear grading criteria': 1, ""Skip class? You won't pass."": 1, 'Would take again': 1}",4.8,N/,2.4
Michael Fuller,Chinese,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Get ready to read': 2, 'Inspirational': 2, 'LECTURE HEAVY': 2, 'Lecture heavy': 1, 'Participation matters': 4, 'Respected': 1}",3.3,67,3.9
Andrej Luptak,Chemistry,UC Irvine,"{'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'LECTURE HEAVY': 1, 'Lecture heavy': 1, ""Skip class? You won't pass."": 1, 'TEST HEAVY': 1, 'Test heavy': 1, 'Tough Grader': 1, 'Tough grader': 1}",3.4,25,4.6
Emily Colbert,Spanish,UC Irvine,{},3.9,N/,2.5
Leslie Lock,Biological Sciences,UC Irvine,{},1.4,N/,3.3
Roberta Seid,Political Science,UC Irvine,{},3,N/,2.2
Michael Phelan,Statistics,UC Irvine,{},2,N/,4.5
Annie Moore,English,UC Irvine,{},3.8,N/,3.8
Engel Szwaja-Franken,Foreign Languages,UC Irvine,{},3.3,N/,4
Donna Schuele,Criminology,UC Irvine,"{'Get ready to read': 1, 'Respected': 1, 'So many papers': 1, 'Tough grader': 1, 'Would take again': 1}",3.5,N/,4.1
Greg Knese,Mathematics,UC Irvine,{},4.5,N/,2.8
Maria Zarate,Education,UC Irvine,{},2.8,N/,2.3
Mark Andrew Le Vine,History,UC Irvine,"{'Clear grading criteria': 2, 'Get ready to read': 2, 'Graded by few things': 1, 'Lecture heavy': 3, ""Skip class? You won't pass."": 2, 'So many papers': 1}",2.9,50,3.5
Frances Jurnak,Biological Sciences,UC Irvine,{},2,N/,4.5
L Griffitt Bedel,Music,UC Irvine,"{'Caring': 1, 'Inspirational': 1, 'Respected': 1}",4,N/,3
Tathagata Dasgupta,Business,UC Irvine,{},3.5,N/,3
T Huynh,Management,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 2, 'Hilarious': 2}",5,100,4
Albert Do,Biological Sciences,UC Irvine,{},4,100,1
Josh Gellers,Social Science,UC Irvine,{},5,N/,2.2
Deanna Avetisian,Mathematics,UC Irvine,{},4.5,N/,2
Ron Carlson,Writing,UC Irvine,{},4.5,N/,3
Nancy Ruyter,Dance,UC Irvine,{},3.3,N/,3.5
Beth Van Es,Education,UC Irvine,{},2.6,N/,3.8
Asiya Daud,Political Science,UC Irvine,{},3.4,N/,2.1
Andrea Lee,Spanish,UC Irvine,{},4.4,N/,1.9
Ramesh Jain,Computer Science,UC Irvine,"{'Amazing lectures': 1, 'Caring': 1, 'GRADED BY FEW THINGS': 1, 'GROUP PROJECTS': 6, 'Group projects': 4, 'LECTURE HEAVY': 2, 'LOTS OF HOMEWORK': 1, 'Lecture heavy': 2, 'Lots of homework': 3, 'Participation matters': 2, 'Respected': 1, 'SO MANY PAPERS': 1, 'Test heavy': 1, 'Tough Grader': 2, 'Tough grader': 1}",2.2,16,3.3
Alessandra Panlano,Mathematics,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Caring': 2, 'Inspirational': 2, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 1, 'TEST HEAVY': 1, 'Tough Grader': 1, 'Tough grader': 1}",4.4,50,2
David Lacy,English,UC Irvine,"{'Clear grading criteria': 2, 'Get ready to read': 2, 'Participation matters': 2}",4.9,N/,2.3
Heather Anson,Biological Sciences,UC Irvine,{},4.5,N/,3.1
M Yockey,Film,UC Irvine,{},3.5,N/,3.4
David Burns,Studio Art,UC Irvine,{},4.9,N/,2
Guy Ormes,Political Science,UC Irvine,{},4,N/,3
Thomas Stubblefield,Art History,UC Irvine,{},4.6,N/,2.4
Scot Samuelson,Mechanical Engineering,UC Irvine,{},3,N/,4.5
Daniel Moorhead,Dramatic Arts,UC Irvine,{},4.3,N/,2.7
Madeline Baer,Political Science,UC Irvine,{},4.4,N/,3.3
Gary Hartenburg,Philosophy,UC Irvine,{},4.3,N/,4
Elizabeth Wyatt,Writing,UC Irvine,"{'Amazing lectures ': 1, 'Gives good feedback': 1, 'Inspirational': 1, 'Respected': 1, 'So many papers': 1}",4.1,N/,2
Christopher Lauderdale,Biological Sciences,UC Irvine,{},4.3,N/,1.7
Carol Trabing,Logic & Philosophy,UC Irvine,{},3.5,N/,3.4
Adnan Maiah,Civil Engineering,UC Irvine,"{'Caring': 2, 'Gives good feedback': 2, 'Hilarious': 2, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 1, 'SO MANY PAPERS': 1, 'So many papers': 1, 'TEST HEAVY': 1}",3.5,50,4.2
Tiffany Hong,Japanese,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 2, 'Accessible outside class': 1, 'Amazing lectures': 1, 'Amazing lectures ': 1, 'Get ready to read': 2, 'Gives good feedback': 3, 'Inspirational': 3, 'Would take again': 1}",4.9,100,2.2
Carl Cotman,Biological Sciences,UC Irvine,{},4.5,N/,2
Juliann Wolfgram,Art History,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Get ready to read': 2, 'Gives good feedback': 3, 'Inspirational': 3, 'Lecture heavy': 1, 'Respected': 2, 'Tough grader': 2}",4.1,100,2.9
Mary Corey,Dance,UC Irvine,"{'Amazing lectures': 2, 'Amazing lectures ': 1, 'EXTRA CREDIT': 2, 'Inspirational': 2, 'Participation matters': 2, 'Respected': 1, 'Tough grader': 1}",4,100,3.1
Donovan Sherman,Dramatic Arts,UC Irvine,{},3.5,N/,4
RJ Ward,Art,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 1, 'GRADED BY FEW THINGS': 1, 'Get ready to read': 2, 'Graded by few things': 1, 'Lots of homework': 2}",2.5,0,2.8
David Goetz,Art History,UC Irvine,"{'Get ready to read': 1, 'Lecture heavy': 1, 'Tough grader': 1}",2.8,N/,4.3
C Benamou,Film,UC Irvine,"{'Group projects': 2, ""Skip class? You won't pass."": 1}",2.6,50,3
Magda El Zarki,Computer Science,UC Irvine,"{'Amazing lectures': 1, 'Caring': 1, 'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 2, 'Gives good feedback': 1, 'Graded by few things': 5, 'Respected': 3, ""Skip class? You won't pass."": 2, 'TEST HEAVY': 1, 'Test heavy': 4, 'Tough Grader': 1, 'Tough grader': 3}",3.1,50,4.5
Taieb Berrada,French,UC Irvine,{},3.6,N/,4.4
Gary Germo,Psychology,UC Irvine,"{'Accessible outside class': 1, 'GRADED BY FEW THINGS': 1, 'GROUP PROJECTS': 1, 'Get ready to read': 5, 'Group projects': 1, 'LECTURE HEAVY': 4, 'Lecture heavy': 2, 'Lots of homework': 1, 'Participation matters': 4, ""Skip class? You won't pass."": 4, 'So many papers': 1, 'TEST HEAVY': 4, 'Test heavy': 2, 'Tough Grader': 5, 'Tough grader': 2}",2.6,15,3.8
Ashley Williams,Social Science,UC Irvine,{},3.9,N/,2.9
Cristina Fuentes,Spanish,UC Irvine,{},4.1,N/,3.4
Jim Watson,International Studies,UC Irvine,{},3.5,N/,3
James Winston,African-American Studies,UC Irvine,"{'Get ready to read': 1, 'Tests? Not many': 1, 'Would take again': 1}",4,N/,2
Kathleen Dingman,Sociology,UC Irvine,{},3,N/,1.5
Jeffrey Tsai,Economics,UC Irvine,{},3.8,N/,2
Denise Spampinato,Writing,UC Irvine,{},1.7,N/,4.8
Emily Rosenberg,History,UC Irvine,{},4.4,N/,2.7
John Crooks,Music,UC Irvine,{},2.2,N/,2.6
Steven Beaupre,Earth Science,UC Irvine,"{'Clear grading criteria': 2, 'Gives good feedback': 2, 'Inspirational': 2}",4.7,100,2.4
Rebecca Shapiro,Chemistry,UC Irvine,{},5,N/,2
Juan Urbina,Spanish,UC Irvine,{},4.3,N/,2.3
Francesca Santoro L'Hoir,Classics,UC Irvine,{},3.8,N/,2.8
Julia Elyachar,Anthropology,UC Irvine,"{'Amazing lectures ': 1, 'Get ready to read': 1, ""Skip class? You won't pass."": 1, 'Tough grader': 1, 'Would take again': 1}",3.9,N/,2.8
R Dibble,Management,UC Irvine,{},4,N/,2.1
Sara Wakefield,Criminal Justice,UC Irvine,"{'GRADED BY FEW THINGS': 1, 'Graded by few things': 1, 'Tests are tough': 2, 'Tough Grader': 1, 'Tough grader': 1}",3.8,0,2.9
Kristen Monroe,Political Science,UC Irvine,"{'Gives good feedback': 2, 'Respected': 2, 'So many papers': 2}",3.8,100,2.6
Mads Andersen,Chemistry,UC Irvine,"{'ACCESSIBLE OUTSIDE CLASS': 1, 'Accessible outside class': 2, 'Gives good feedback': 2, 'Respected': 2, ""Skip class? You won't pass."": 2, 'Tough grader': 2}",3.5,100,3.4
Tim Seiber,Film,UC Irvine,{},4.5,N/,2.3
Jie Liu,Mathematics,UC Irvine,{},1,N/,4.8
J Kang,Engineering,UC Irvine,{},5,N/,1
Holly Poe Durbin,Dramatic Arts,UC Irvine,{},5,N/,2.5
Carolyn Candace Coffman,Anthropology,UC Irvine,"{'Caring': 2, 'Clear grading criteria': 1, 'GRADED BY FEW THINGS': 1, 'LECTURE HEAVY': 2, 'Lecture heavy': 1, 'SO MANY PAPERS': 1, ""Skip class? You won't pass."": 1, 'Tests? Not many': 1}",4,100,1.7
Megan Bodane,Psychology,UC Irvine,{},3,N/,1
Bowen Slate-Greene,Writing,UC Irvine,{},2.9,N/,3.5
Jay Simon,Management,UC Irvine,{},1.5,N/,3.7
Michael Hampson,Political Science,UC Irvine,{},3.3,N/,2.5
Maria del Pilar O'Cadiz,Education,UC Irvine,{},2,N/,3
Ryan Ridge,English,UC Irvine,"{'Get ready to read': 1, 'Respected': 1, 'Would take again': 1}",4.6,N/,2.6
S Chi,Accounting,UC Irvine,{},2,N/,2.3
Debra Mauzy-Melitz,Biological Sciences,UC Irvine,"{'Caring': 1, 'Clear grading criteria': 1, 'EXTRA CREDIT': 1, 'GROUP PROJECTS': 1, 'Get ready to read': 1, 'Gives good feedback': 1, 'Hilarious': 1, 'LECTURE HEAVY': 2, 'LOTS OF HOMEWORK': 4, 'Lecture heavy': 1, 'Lots of homework': 2, 'Participation matters': 5, 'SO MANY PAPERS': 6, ""Skip class? You won't pass."": 7, 'So many papers': 2, 'Tough Grader': 8, 'Tough grader': 2}",1.7,14,4
Valerie Hall,Education,UC Irvine,{},3.7,N/,2.3
Charlene Engle,Political Science,UC Irvine,{},4.8,N/,2.7
Tyler Dean,Writing,UC Irvine,"{'Get ready to read': 1, 'Lecture heavy': 1, 'Participation matters': 1, ""Skip class? You won't pass."": 1, 'Tough grader': 1}",2.8,N/,3.7
Michael Landis,Sociology,UC Irvine,{},4,N/,1
Candice Odgers,Criminal Justice,UC Irvine,{},3.7,N/,4.2
Daniel Wolf,Economics,UC Irvine,{},1,N/,3.8
Diego Rosso,Civil Engineering,UC Irvine,"{'Inspirational': 2, 'Participation matters': 2, 'Respected': 2}",4.5,100,2.3
Natasha Emmerson,Social Ecology Administration,UC Irvine,{},3.3,N/,3.7
Robin Stewart,English,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures ': 4, 'Caring': 1, 'Clear grading criteria': 1, 'EXTRA CREDIT': 2, 'Gives good feedback': 4, 'Inspirational': 2, 'LOTS OF HOMEWORK': 1, 'Lots of homework': 1, 'So many papers': 1, 'Tough Grader': 1}",4.9,100,3.1
Margarita Lopez,Latin American Studies,UC Irvine,{},4.3,N/,1.5
Marc Madou,Mechanical Engineering,UC Irvine,"{'Amazing lectures': 1, 'Amazing lectures ': 1, 'Inspirational': 1, 'Respected': 2}",4.9,100,2.2
Marie Bergamasco,Theater,UC Irvine,{},4.5,N/,1.5
Mary Trent,Art History,UC Irvine,{},4.4,N/,4
Allen Katouli,Mathematics,UC Irvine,{},2.7,N/,3.8
Amer Aladhadh,Economics,UC Irvine,"{'Accessible outside class': 2, 'Amazing lectures': 8, 'Amazing lectures ': 1, 'Caring': 4, 'Clear grading criteria': 1, 'EXTRA CREDIT': 3, 'Group projects': 2, 'Hilarious': 2, 'Inspirational': 8, 'Respected': 8, ""Skip class? You won't pass."": 1, 'So many papers': 1}",4.6,100,3.1
